1.5139 2.4801
1.5153 2.4819
1.5155 2.4791
1.5155 2.4796
1.5156 2.4773
1.5157 2.4811
1.5158 2.4765
1.5159 2.4781
1.5160 2.4909
1.5161 2.4843
1.5165 2.4858
1.5178 2.4950
1.5181 2.4922
1.5191 2.5035
1.5227 2.5086
1.5227 2.5117
1.5232 2.5146
1.5253 2.5187
